Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo
2022,1962,1.0,100,50.0,41.6,74.0,4.6,0.3,0.0,0.0,0.0,100.0,100.0,1.22847,1.22847,0.0,0.0,9429.4,9429.4,8.0,6.0,2.0,0.0,,,,40.768395,-73.986827,104.0,139.0,12.318758266973067,0.0,3.912023005428146,15.55481823744669,2.0794415416798357,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1975,1.0,100,50.0,146.3,90.1,14.1,1.0,0.0,0.0,0.0,0.0,90.0,0.97445,0.97445,0.0,0.0,,,13.0,7.0,6.0,0.0,,,,40.710478,-73.986571,103.0,201.0,12.45510224335058,0.0,3.912023005428146,17.038820593174602,2.5649493574615367,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1980,1.0,80,50.0,90.5,100.3,10.6,0.6,0.0,0.0,0.0,,,,,,,54150.2,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.762674,-73.982095,105.0,131.0,13.974240167047306,0.0,3.912023005428146,17.97828600623353,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1963,1.0,100,50.0,217.9,94.8,6.5,2.1,0.0,0.0,0.0,100.0,100.0,1.06789,1.06789,0.0,0.0,87186.2,87186.2,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.823032,-73.919872,204.0,61.0,13.6836897015382,0.0,3.912023005428146,18.960369117285996,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1935,1.0,100,50.0,11.4,34.8,3.3,,0.0,0.0,0.0,90.0,100.0,1.02732,0.0,0.0,0.0,3148.0,3148.0,3.0,3.0,0.0,0.0,,,,40.74861,-73.860534,404.0,40301.0,10.544367280159596,0.0,3.912023005428146,,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1909,1.0,100,50.0,173.1,140.4,4.9,1.8,0.0,0.0,0.0,100.0,100.0,1.89955,0.0,191.0,1.89955,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.769956,-73.951092,108.0,13202.0,11.518410395200798,0.0,3.912023005428146,16.57116743588937,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1921,1.0,100,50.0,108.6,136.7,4.6,0.0,0.0,0.0,0.0,90.0,90.0,1.89454,0.0,60.0,1.89454,,,5.0,5.0,0.0,0.0,,,,40.803829,-73.967733,107.0,195.0,10.363125139532686,0.0,3.912023005428146,10.571316925111784,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1910,2.0,100,50.0,64.3,83.8,5.5,0.5,0.0,0.0,0.0,,,,,,,3419.8,3419.8,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.697185,-73.91117,304.0,435.0,12.400421582536847,0.6931471805599453,3.912023005428146,16.114466623998375,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1927,1.0,100,50.0,62.0,71.8,3.5,0.5,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,,,,40.642031,-73.931151,317.0,840.0,11.407564949312402,0.0,3.912023005428146,15.316650288465606,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1905,1.0,100,50.0,26.0,49.7,7.4,0.0,0.0,0.0,0.0,90.0,100.0,1.3712,0.0,42.0,1.3712,,,5.0,5.0,0.0,0.0,,,,40.825661,-73.948648,109.0,229.0,10.329735199826821,0.0,3.912023005428146,8.909235279192261,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2002,1.0,85,50.0,90.4,70.8,7.5,0.7,0.0,0.0,0.0,100.0,100.0,0.97611,0.97611,0.0,0.0,16863.3,16863.3,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.777269,-73.988915,107.0,15502.0,12.815256526262592,0.0,3.912023005428146,16.976833987391966,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1925,1.0,100,50.0,61.3,78.4,2.9,0.5,0.0,0.0,0.0,50.0,100.0,1.14031,0.0,0.0,0.0,1882.8,1882.8,4.0,4.0,0.0,0.0,,,,40.624946,-73.956234,314.0,762.0,10.583118803042552,0.0,3.912023005428146,14.515385009608881,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2008,1.0,100,50.0,63.0,72.2,7.7,0.4,0.0,0.0,0.0,100.0,100.0,1.09639,0.0,144.0,1.09639,4397.9,4397.9,6.0,6.0,0.0,0.0,,,,40.699509,-73.929786,304.0,423.0,11.785544659744964,0.0,3.912023005428146,15.51339882988923,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1978,1.0,100,50.0,28.0,40.7,4.4,0.2,0.0,0.0,0.0,,,,,,,474.2,474.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.635855,-73.934516,317.0,836.0,10.239959789157341,0.0,3.912023005428146,12.792648299676902,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1967,1.0,100,50.0,75.3,102.8,8.5,0.0,0.0,0.0,0.0,,,,,,,3756.0,3756.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.743248,-73.993591,104.0,91.0,11.50085288373596,0.0,3.912023005428146,,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2003,1.0,95,50.0,26.7,42.0,4.4,0.1,0.0,0.0,0.0,100.0,100.0,0.82009,0.0,0.0,0.0,,,10.0,10.0,0.0,0.0,,,,40.628882,-73.916391,318.0,69601.0,10.284147541725321,0.0,3.912023005428146,12.692195656655793,2.302585092994046,2.302585092994046,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1950,1.0,100,50.0,109.7,82.6,5.6,,0.0,0.0,0.0,100.0,100.0,0.71176,0.71176,0.0,0.0,5606.6,5606.6,6.0,6.0,0.0,0.0,,,,40.751417,-73.938715,401.0,3301.0,11.437425755568581,0.0,3.912023005428146,15.940720393033894,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1910,1.0,100,50.0,90.5,74.4,6.1,0.7,0.0,0.0,0.0,100.0,100.0,1.2,0.0,0.0,0.0,1680.9,1680.9,7.0,7.0,0.0,0.0,,,,40.764771,-73.968135,108.0,11402.0,10.965556873023031,0.0,3.912023005428146,15.198700003819717,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1969,1.0,90,50.0,62.8,102.8,17.2,47.1,0.0,0.0,0.0,,,,,,,101.0,101.0,3.0,3.0,0.0,0.0,,,,40.698858,-73.996058,302.0,301.0,10.858017747063952,0.0,3.912023005428146,14.677851839410673,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1920,1.0,100,50.0,78.1,88.6,4.4,0.6,0.0,0.0,0.0,90.0,100.0,1.0,0.0,41.0,1.0,3441.3,3441.3,10.0,10.0,0.0,0.0,,,,40.862669,-73.928479,112.0,287.0,10.621327345686446,0.0,3.912023005428146,14.75723509109524,2.302585092994046,2.302585092994046,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1920,1.0,100,50.0,125.9,124.3,14.4,0.6,0.0,0.0,0.0,,,,,,,,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,40.831527,-73.920093,204.0,18102.0,11.43025012830132,0.0,3.912023005428146,15.370478852621927,2.4849066497880004,2.4849066497880004,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1929,1.0,100,50.0,78.0,80.2,4.8,0.6,0.0,0.0,0.0,,,,,,,545.1,545.1,3.0,3.0,0.0,0.0,,,,40.62191,-73.995022,311.0,250.0,11.894097880509348,0.0,3.912023005428146,15.91334437010939,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1906,1.0,60,50.0,41.3,133.5,7.7,0.0,0.0,0.0,0.0,,,,,,,385.8,385.8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.736565,-73.994923,105.0,54.0,10.590365120082478,0.0,3.912023005428146,,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1939,10.0,100,50.0,82.1,116.6,3.4,0.7,0.0,0.0,0.0,0.0,100.0,1.1844,0.0,390.0,1.1844,,,22.0,22.0,0.0,0.0,,,,,,,,12.704663731627821,2.302585092994046,3.912023005428146,16.934519796756955,3.091042453358316,3.091042453358316,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1964,1.0,100,50.0,58.3,87.6,2.6,0.0,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,,,,40.707104,-73.945475,301.0,505.0,11.532728092266408,0.0,3.912023005428146,12.154252896800378,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1948,1.0,100,50.0,45.7,73.7,3.3,0.4,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,,,,40.682663,-73.955338,303.0,227.0,11.520893634619405,0.0,3.912023005428146,15.061162589281698,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1929,1.0,100,50.0,19.3,48.6,3.8,0.1,0.0,0.0,0.0,0.0,100.0,1.1581,0.0,4.0,0.14038,2986.5,2986.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.890135,-73.859933,212.0,408.0,10.2574839122691,0.0,3.912023005428146,12.111481707009814,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1927,1.0,100,50.0,64.5,84.4,2.9,0.6,0.0,0.0,0.0,100.0,100.0,0.46906,0.46906,0.0,0.0,2760.3,2760.3,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.731822,-73.998957,102.0,65.0,11.854442100050415,0.0,3.912023005428146,15.853354531006488,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1963,1.0,100,50.0,82.1,92.2,4.2,0.7,0.0,0.0,0.0,90.0,90.0,1.20055,0.0,27.0,0.7367,1054.0,,5.0,5.0,0.0,0.0,,,,40.76616,-73.745229,411.0,1479.0,10.509168707314798,0.0,3.912023005428146,14.723890118884796,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1911,1.0,100,50.0,8.7,35.9,2.5,,0.0,0.0,0.0,100.0,100.0,0.85738,0.0,0.0,0.0,5507.7,5507.7,2.0,2.0,0.0,0.0,,,,,,,,10.527365037582602,0.0,3.912023005428146,,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1926,1.0,100,50.0,46.4,97.4,7.9,0.0,0.0,0.0,0.0,,,,,,,2745.4,2745.4,11.0,11.0,0.0,0.0,0.0,0.0,0.0,40.753047,-73.99285,104.0,111.0,12.49627279496337,0.0,3.912023005428146,14.165890630708791,2.3978952727983707,2.3978952727983707,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2019,1.0,85,50.0,12.3,20.0,2.7,0.0,0.0,0.0,0.0,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.581168,-73.983479,313.0,348.0,10.433056419119254,0.0,3.912023005428146,11.565859412749665,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1928,1.0,100,50.0,90.1,100.4,5.4,0.0,0.0,0.0,0.0,100.0,100.0,1.27695,1.27695,0.0,0.0,5462.9,5462.9,5.0,5.0,0.0,0.0,,,,40.777048,-73.97791,107.0,157.0,11.507470614287264,0.0,3.912023005428146,11.468973577441046,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1993,1.0,100,50.0,85.4,85.2,4.6,0.8,0.0,0.0,0.0,90.0,90.0,0.75817,0.0,29.0,0.75817,3383.2,3383.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.814734,-73.886537,202.0,9301.0,10.551898839254681,0.0,3.912023005428146,14.794894053872675,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1970,1.0,100,50.0,96.8,96.6,10.2,0.6,0.0,0.0,0.0,,,,,,,,,9.0,8.0,1.0,0.0,,,,40.846096,-73.942589,112.0,255.0,10.912229836775195,0.0,3.912023005428146,15.467011505708838,2.1972245773362196,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1926,1.0,100,50.0,108.6,84.8,3.1,0.0,0.0,0.0,0.0,90.0,100.0,0.70865,0.0,79.0,0.70865,7445.3,7445.3,7.0,7.0,0.0,0.0,,,,40.814468,-73.953043,109.0,21303.0,11.621600481595884,0.0,3.912023005428146,12.047662908782533,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1937,1.0,100,50.0,88.9,85.5,4.0,0.8,0.0,0.0,0.0,0.0,90.0,0.95238,0.0,44.0,0.95238,7794.7,7794.7,13.0,13.0,0.0,0.0,0.0,0.0,0.0,40.839067,-73.909661,204.0,225.0,10.74073507706983,0.0,3.912023005428146,15.061626570023774,2.5649493574615367,2.5649493574615367,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
